,Text,Date,Likes
78,"Congratulated <a href=""/DrKrishanMiddha"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1083372577479897089""><s>@</s><b>DrKrishanMiddha</b></a> Ji for the remarkable win in Jind. 

Over the years, the people of Haryana have been continuously supporting BJP’s agenda of pro-people, inclusive and corruption-free development. <a href=""/BJP4Haryana"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""287602729""><s>@</s><b>BJP4Haryana</b></a><a href=""https://t.co/2WvfIg8ZGw"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/2WvfIg8ZGw</a>",Feb 4,665
79,"The iconic Dal Lake is mesmerising! 

Had the opportunity to visit the lake during my visit to Srinagar.<a href=""https://t.co/3H5CDPsbXq"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/3H5CDPsbXq</a>",Feb 3,1.5K
80,"Had the wonderful opportunity of interacting with Sarpanchs from across Jammu and Kashmir. 

I admire these remarkable men and women, who have shown great courage and are working to transform lives.<a href=""https://t.co/wFSFRXJdTD"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/wFSFRXJdTD</a>",Feb 3,375
81,"People from all walks of life came to bless the BJP during the rally in Jammu. Here are some glimpses. <a href=""/BJP4JnK"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1864685238""><s>@</s><b>BJP4JnK</b></a><a href=""https://t.co/pRoHzpLI6i"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/pRoHzpLI6i</a>",Feb 3,319
82,"Youth of Jammu and Kashmir want peace and development. 

The ethos of this land is all about harmony and brotherhood.

Any element who disturbs the developent journey of Jammu and Kashmir, spreads violence and hate will be given a strong answer! Terrorism will not be tolerated.<a href=""https://t.co/po9uIFO5iP"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/po9uIFO5iP</a>",Feb 3,454
83,"The Central Government attaches immense priority towards energy, education, healthcare and infrastructure related works in Jammu and Kashmir.<a href=""https://t.co/9XzRfLlkpW"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/9XzRfLlkpW</a>",Feb 3,232
84,"The last few months have witnessed an increase in the pace of development in Jammu and Kashmir. 

Projects that were pending for years are being completed and this is helping the people of the state.<a href=""https://t.co/Ih1EsSmJIF"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Ih1EsSmJIF</a>",Feb 3,250
85,"In Leh, talked at length about an important decision of the Government that will have a positive impact on the lives of the SC and ST communities.<a href=""https://t.co/hbjpsQnE1r"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/hbjpsQnE1r</a>",Feb 3,203
86,"The beauty of Leh, Ladakh draws people from all over the world. 

Today, I had the opportunity to visit this vibrant part of India and interact with its wonderful people. 

The freezing temperature was inversely proportional to the people’s warmth!<a href=""https://t.co/koBEOGFcou"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/koBEOGFcou</a>",Feb 3,853
87,"Every section of society has been empowered, every aspect of the nation has been strengthened by the Modi government over the past five years. Out of all the amazing work, what are the five things this government will be most remembered for? Let us know. <a href=""/hashtag/BharatKeMannKiBaat?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>BharatKeMannKiBaat</b></a><a href=""https://t.co/4qqAxuL53g"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/4qqAxuL53g</a>",Feb 2,860
88,"Even a large stadium was too small for the sisters and brothers who joined us in Durgapur.

Thank you, your blessings are appreciated and give me strength in the fight against corrupt and criminal elements ruining West Bengal.<a href=""https://t.co/sQuaAtCbg5"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/sQuaAtCbg5</a>",Feb 2,1.9K
89,"My battle against corruption has ruffled many feathers, including TMC.

So, they all assembled in Kolkata and collectively abused me.

They got together to save their own families and hide their corruption. 

I will not rest till the corrupt are punished.<a href=""https://t.co/4qKnREimgn"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/4qKnREimgn</a>",Feb 2,1.8K
90,"In West Bengal:

If one wants to study- Triple T.

If one wants a job- Triple T.

If one want to lead a life of peace and dignity- Triple T.

TMC’s syndicates are looting and harassing the state. 

But, their days in power are numbered, I assure you.<a href=""https://t.co/bkKkmXi1g3"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/bkKkmXi1g3</a>",Feb 2,552
91,"Her own party’s health is failing, support is dwindling so Didi decides to disassociate West Bengal from Ayushman Bharat!

Why has compassion for the poor become a rarity in TMC?<a href=""https://t.co/Ch52V41n1q"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Ch52V41n1q</a>",Feb 2,268
92,"Ours is a Government that cares for each and every Indian.

For decades, those associated with the unorganised sector were left to their own fate. Not any longer!<a href=""https://t.co/ARaeM5fUH9"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ARaeM5fUH9</a>",Feb 2,308
93,"Through poorly conceived loan waiver schemes, parties that ruled India for decades kept farmers under poverty. Most farmers never even benefitted from those so called waivers.

NDA’s approach to prosperity of farmers is more inclusive, empowering and long term.<a href=""https://t.co/FASZ0rQ1PQ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/FASZ0rQ1PQ</a>",Feb 2,565
94,"The <a href=""/hashtag/BudgetForNewIndia?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>BudgetForNewIndia</b></a>, which was presented yesterday has a clearly defined approach to enhance ‘Ease of Living’ for the hardworking middle class.<a href=""https://t.co/vrSfG6rZCi"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/vrSfG6rZCi</a>",Feb 2,235
95,"Eastern India is at the core of our development agenda but projects in West Bengal either do not start on time or their speed is slow.

Do you know why? Because TMC refuses to work on any project where their syndicate cannot make money!<a href=""https://t.co/95IQ1C92P0"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/95IQ1C92P0</a>",Feb 2,235
96,"The people of West Bengal are peace loving but the temperament of the Left and TMC is different. They thrive on violence and intimidation. 

I want to tell them- the people of the state will not be intimidated. 

And, the people will show their might by rejecting the TMC!<a href=""https://t.co/rDKY19whHy"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/rDKY19whHy</a>",Feb 2,401
97,"I bow to the people of Thakurnagar. 

These pictures indicate the enthusiasm towards BJP. 

The people of West Bengal are speaking loud and clear- they want Parivartan, they want BJP. <a href=""/BJP4Bengal"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""2984417534""><s>@</s><b>BJP4Bengal</b></a><a href=""https://t.co/g0zIYA9l1T"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/g0zIYA9l1T</a>",Feb 2,494
98,"In his address to Parliament today, Rashtrapati Ji highlighted the transformative changes that have taken place and presented a coherent roadmap for the times to come. <a href=""/rashtrapatibhvn"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""885487044243238912""><s>@</s><b>rashtrapatibhvn</b></a> 

<a href=""https://t.co/AV732vkFtQ"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://presidentofindia.nic.in/speeches-detail-hi.htm?645"" class=""twitter-timeline-link"" target=""_blank"" title=""https://presidentofindia.nic.in/speeches-detail-hi.htm?645""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">presidentofindia.nic.in/speeches-detai</span><span class=""invisible"">l-hi.htm?645</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a><a href=""https://t.co/1t7EWsJvsw"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/1t7EWsJvsw</a>",Jan 31,983
99,"I will be interacting with youth and professionals in a town-hall programme at the New India Youth Conclave in Surat shortly. You can watch live on the NaMo App.<a href=""https://t.co/YNxe7qVYD7"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/YNxe7qVYD7</a>",Jan 30,392
100,"Venus Hospital will cater to Surat’s healthcare needs. I congratulate all those who worked towards the establishment of such a fine hospital. Inaugurated the hospital today.<a href=""https://t.co/mH4FXFkJfE"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/mH4FXFkJfE</a>",Jan 30,314
101,"The NDA Government has transformed the housing sector and the beneficiaries are the poor and middle class. 

Be it urban or rural housing, our track record is exemplary. The numbers are more, the houses are bigger and the era of middlemen is over!<a href=""https://t.co/5P9bi8aZ9x"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/5P9bi8aZ9x</a>",Jan 30,551
102,"More airports, bigger airports, better connectivity, affordable prices…know how the NDA Government is transforming the aviation sector.

A vibrant aviation sector augurs well for India’s development.<a href=""https://t.co/c32DxYrw8Y"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/c32DxYrw8Y</a>",Jan 30,621
103,"Surat personifies hardwork and enterprise. It is also a city that has always respected Bapu’s ideals. 

The foundation stone laying and inauguration for many projects took place, including for a bigger airport. These projects will enhance ‘Ease of Living.’<a href=""https://t.co/zX6LfB9am9"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/zX6LfB9am9</a>",Jan 30,253
104,"Paid tributes to venerable Bapu at Rajghat.<a href=""https://t.co/mlT7JcFiJf"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/mlT7JcFiJf</a>",Jan 30,279
105,"Tomorrow, on Bapu’s Punya Tithi, I will be in Dandi, the place from where Bapu challenged the might of colonialism.

In Dandi, the National Salt Satyagraha Memorial will be dedicated to the nation. This is a tribute to Satyagrahis led by Gandhi Ji, who worked for India’s freedom.<a href=""https://t.co/bJ5YgHZlr5"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/bJ5YgHZlr5</a>",Jan 29,540
106,"Glimpses from ‘Beating the Retreat’ ceremony.<a href=""https://t.co/nEHN4c00HQ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/nEHN4c00HQ</a>",Jan 29,330
107,"Interesting questions by students from AMU and BHU on exams, subject choices and selecting careers.<a href=""https://t.co/19xqJqyr6f"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/19xqJqyr6f</a>",Jan 29,207
108,"Youngsters asked me- should our goals be small or big. 

Here’s what we discussed.<a href=""https://t.co/7I5kOdaUuS"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/7I5kOdaUuS</a>",Jan 29,262
109,"A common worry among parents- children spend too much time playing computer games... 

Young friends, enjoy the PlayStation but always remember the playground too!<a href=""https://t.co/5KCRsb7lp5"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/5KCRsb7lp5</a>",Jan 29,286
110,"The report card of a child cannot become the visiting card of his or her parents. 

Every child is blessed with unique talents and deserves the right support to pursue them.<a href=""https://t.co/g2Xi7BAiIC"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/g2Xi7BAiIC</a>",Jan 29,554
111,"I thank people from all walks of life, particularly student friends, parents and teachers for joining today’s Pariksha Pe Charcha 2.0 in large numbers. 

Here are some glimpses.<a href=""https://t.co/YmDeHKbwvV"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/YmDeHKbwvV</a>",Jan 29,302
112,"हमारी सेना ने ये स्पष्ट संदेश दिया है कि हम छेड़ते नहीं हैं, लेकिन किसी ने छेड़ा तो फिर छोड़ते भी नहीं हैं!<a href=""https://t.co/avGOuCWNZB"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/avGOuCWNZB</a>",Jan 28,1.0K
113,"Seeing the brilliant youngsters of the NCC reaffirms my belief that India's future is bright thanks to our talented Yuva Shakti.<a href=""https://t.co/M8stIHaZBs"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/M8stIHaZBs</a>",Jan 28,169
114,"Sharing some pictures from the NCC Rally in Delhi today. 

I congratulate all those associated with the NCC family and wish them the very best for their future endeavours.<a href=""https://t.co/Btp1qj5b0G"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Btp1qj5b0G</a>",Jan 28,203
